ArraySize,ArrayType,Algorithm,Threshold,TimeMs
47900,ReverseSorted,StandardMerge,0,7.000000
47900,Random,Hybrid,10,1836.000000
47900,AlmostSorted,Hybrid,10,4.000000
47900,ReverseSorted,Hybrid,10,3832.000000
47900,Random,Hybrid,50,1917.000000
47900,AlmostSorted,Hybrid,50,6.000000
47900,ReverseSorted,Hybrid,50,3727.000000
48000,Random,StandardMerge,0,12.000000
48000,AlmostSorted,StandardMerge,0,6.000000
48000,ReverseSorted,StandardMerge,0,7.000000
48000,Random,Hybrid,10,1915.000000
48000,AlmostSorted,Hybrid,10,3.000000
48000,ReverseSorted,Hybrid,10,3824.000000
48000,Random,Hybrid,50,1813.000000
48000,AlmostSorted,Hybrid,50,3.000000
48000,ReverseSorted,Hybrid,50,3871.000000
48100,Random,StandardMerge,0,12.000000
48100,AlmostSorted,StandardMerge,0,9.000000
48100,ReverseSorted,StandardMerge,0,13.000000
48100,Random,Hybrid,10,1937.000000
48100,AlmostSorted,Hybrid,10,3.000000
48100,ReverseSorted,Hybrid,10,3869.000000
48100,Random,Hybrid,50,1899.000000
48100,AlmostSorted,Hybrid,50,3.000000
48100,ReverseSorted,Hybrid,50,3809.000000
48200,Random,StandardMerge,0,12.000000
48200,AlmostSorted,StandardMerge,0,8.000000
48200,ReverseSorted,StandardMerge,0,7.000000
48200,Random,Hybrid,10,1905.000000
48200,AlmostSorted,Hybrid,10,3.000000
48200,ReverseSorted,Hybrid,10,3871.000000
48200,Random,Hybrid,50,1949.000000
48200,AlmostSorted,Hybrid,50,5.000000
48200,ReverseSorted,Hybrid,50,3844.000000
48300,Random,StandardMerge,0,13.000000
48300,AlmostSorted,StandardMerge,0,7.000000
48300,ReverseSorted,StandardMerge,0,8.000000
48300,Random,Hybrid,10,1983.000000
48300,AlmostSorted,Hybrid,10,4.000000
48300,ReverseSorted,Hybrid,10,3834.000000
48300,Random,Hybrid,50,1939.000000
48300,AlmostSorted,Hybrid,50,3.000000
48300,ReverseSorted,Hybrid,50,4054.000000
48400,Random,StandardMerge,0,12.000000
48400,AlmostSorted,StandardMerge,0,7.000000
48400,ReverseSorted,StandardMerge,0,7.000000
48400,Random,Hybrid,10,1931.000000
48400,AlmostSorted,Hybrid,10,4.000000
48400,ReverseSorted,Hybrid,10,3979.000000
48400,Random,Hybrid,50,2034.000000
48400,AlmostSorted,Hybrid,50,3.000000
48400,ReverseSorted,Hybrid,50,4092.000000
48500,Random,StandardMerge,0,11.000000
48500,AlmostSorted,StandardMerge,0,7.000000
48500,ReverseSorted,StandardMerge,0,7.000000
48500,Random,Hybrid,10,1936.000000
48500,AlmostSorted,Hybrid,10,5.000000
48500,ReverseSorted,Hybrid,10,4001.000000
48500,Random,Hybrid,50,2026.000000
48500,AlmostSorted,Hybrid,50,3.000000
48500,ReverseSorted,Hybrid,50,3970.000000
48600,Random,StandardMerge,0,13.000000
48600,AlmostSorted,StandardMerge,0,7.000000
48600,ReverseSorted,StandardMerge,0,11.000000
48600,Random,Hybrid,10,2034.000000
48600,AlmostSorted,Hybrid,10,3.000000
48600,ReverseSorted,Hybrid,10,4001.000000
48600,Random,Hybrid,50,2024.000000
48600,AlmostSorted,Hybrid,50,5.000000
48600,ReverseSorted,Hybrid,50,3874.000000
48700,Random,StandardMerge,0,13.000000
48700,AlmostSorted,StandardMerge,0,7.000000
48700,ReverseSorted,StandardMerge,0,8.000000
48700,Random,Hybrid,10,1959.000000
48700,AlmostSorted,Hybrid,10,7.000000
48700,ReverseSorted,Hybrid,10,4049.000000
48700,Random,Hybrid,50,2021.000000
48700,AlmostSorted,Hybrid,50,4.000000
48700,ReverseSorted,Hybrid,50,4084.000000
48800,Random,StandardMerge,0,12.000000
48800,AlmostSorted,StandardMerge,0,8.000000
48800,ReverseSorted,StandardMerge,0,8.000000
48800,Random,Hybrid,10,2053.000000
48800,AlmostSorted,Hybrid,10,3.000000
48800,ReverseSorted,Hybrid,10,4030.000000
48800,Random,Hybrid,50,2077.000000
48800,AlmostSorted,Hybrid,50,3.000000
48800,ReverseSorted,Hybrid,50,4063.000000
48900,Random,StandardMerge,0,12.000000
48900,AlmostSorted,StandardMerge,0,7.000000
48900,ReverseSorted,StandardMerge,0,7.000000
48900,Random,Hybrid,10,2022.000000
48900,AlmostSorted,Hybrid,10,4.000000
48900,ReverseSorted,Hybrid,10,4131.000000
48900,Random,Hybrid,50,1998.000000
48900,AlmostSorted,Hybrid,50,4.000000
48900,ReverseSorted,Hybrid,50,4013.000000
49000,Random,StandardMerge,0,18.000000
49000,AlmostSorted,StandardMerge,0,7.000000
49000,ReverseSorted,StandardMerge,0,8.000000
49000,Random,Hybrid,10,2067.000000
49000,AlmostSorted,Hybrid,10,4.000000
49000,ReverseSorted,Hybrid,10,4158.000000
49000,Random,Hybrid,50,2093.000000
49000,AlmostSorted,Hybrid,50,3.000000
49000,ReverseSorted,Hybrid,50,4126.000000
49100,Random,StandardMerge,0,11.000000
49100,AlmostSorted,StandardMerge,0,13.000000
49100,ReverseSorted,StandardMerge,0,9.000000
49100,Random,Hybrid,10,2058.000000
49100,AlmostSorted,Hybrid,10,3.000000
49100,ReverseSorted,Hybrid,10,4151.000000
49100,Random,Hybrid,50,2060.000000
49100,AlmostSorted,Hybrid,50,7.000000
49100,ReverseSorted,Hybrid,50,4152.000000
49200,Random,StandardMerge,0,15.000000
49200,AlmostSorted,StandardMerge,0,8.000000
49200,ReverseSorted,StandardMerge,0,7.000000
49200,Random,Hybrid,10,2053.000000
49200,AlmostSorted,Hybrid,10,9.000000
49200,ReverseSorted,Hybrid,10,4054.000000
49200,Random,Hybrid,50,2053.000000
49200,AlmostSorted,Hybrid,50,3.000000
49200,ReverseSorted,Hybrid,50,4168.000000
49300,Random,StandardMerge,0,12.000000
49300,AlmostSorted,StandardMerge,0,9.000000
49300,ReverseSorted,StandardMerge,0,17.000000
49300,Random,Hybrid,10,2098.000000
49300,AlmostSorted,Hybrid,10,3.000000
49300,ReverseSorted,Hybrid,10,4068.000000
49300,Random,Hybrid,50,1951.000000
49300,AlmostSorted,Hybrid,50,3.000000
49300,ReverseSorted,Hybrid,50,4125.000000
49400,Random,StandardMerge,0,14.000000
49400,AlmostSorted,StandardMerge,0,7.000000
49400,ReverseSorted,StandardMerge,0,8.000000
49400,Random,Hybrid,10,2057.000000
49400,AlmostSorted,Hybrid,10,4.000000
49400,ReverseSorted,Hybrid,10,4179.000000
49400,Random,Hybrid,50,2095.000000
49400,AlmostSorted,Hybrid,50,4.000000
49400,ReverseSorted,Hybrid,50,4191.000000
49500,Random,StandardMerge,0,11.000000
49500,AlmostSorted,StandardMerge,0,8.000000
49500,ReverseSorted,StandardMerge,0,7.000000
49500,Random,Hybrid,10,2101.000000
49500,AlmostSorted,Hybrid,10,3.000000
49500,ReverseSorted,Hybrid,10,4180.000000
49500,Random,Hybrid,50,2123.000000
49500,AlmostSorted,Hybrid,50,4.000000
49500,ReverseSorted,Hybrid,50,4186.000000
49600,Random,StandardMerge,0,17.000000
49600,AlmostSorted,StandardMerge,0,7.000000
49600,ReverseSorted,StandardMerge,0,13.000000
49600,Random,Hybrid,10,2142.000000
49600,AlmostSorted,Hybrid,10,4.000000
49600,ReverseSorted,Hybrid,10,4184.000000
49600,Random,Hybrid,50,2080.000000
49600,AlmostSorted,Hybrid,50,8.000000
49600,ReverseSorted,Hybrid,50,4148.000000
49700,Random,StandardMerge,0,16.000000
49700,AlmostSorted,StandardMerge,0,8.000000
49700,ReverseSorted,StandardMerge,0,10.000000
49700,Random,Hybrid,10,2064.000000
49700,AlmostSorted,Hybrid,10,3.000000
49700,ReverseSorted,Hybrid,10,4160.000000
49700,Random,Hybrid,50,2076.000000
49700,AlmostSorted,Hybrid,50,3.000000
49700,ReverseSorted,Hybrid,50,4213.000000
49800,Random,StandardMerge,0,12.000000
49800,AlmostSorted,StandardMerge,0,7.000000
49800,ReverseSorted,StandardMerge,0,10.000000
49800,Random,Hybrid,10,2010.000000
49800,AlmostSorted,Hybrid,10,3.000000
49800,ReverseSorted,Hybrid,10,4112.000000
49800,Random,Hybrid,50,2023.000000
49800,AlmostSorted,Hybrid,50,3.000000
49800,ReverseSorted,Hybrid,50,4169.000000
49900,Random,StandardMerge,0,12.000000
49900,AlmostSorted,StandardMerge,0,8.000000
49900,ReverseSorted,StandardMerge,0,8.000000
49900,Random,Hybrid,10,2125.000000
49900,AlmostSorted,Hybrid,10,4.000000
49900,ReverseSorted,Hybrid,10,4341.000000
49900,Random,Hybrid,50,2273.000000
49900,AlmostSorted,Hybrid,50,3.000000
49900,ReverseSorted,Hybrid,50,4338.000000
50000,Random,StandardMerge,0,14.000000
50000,AlmostSorted,StandardMerge,0,10.000000
50000,ReverseSorted,StandardMerge,0,7.000000
50000,Random,Hybrid,10,2434.000000
50000,AlmostSorted,Hybrid,10,8.000000
50000,ReverseSorted,Hybrid,10,4534.000000
50000,Random,Hybrid,50,2387.000000
50000,AlmostSorted,Hybrid,50,5.000000
50000,ReverseSorted,Hybrid,50,4217.000000
50100,Random,StandardMerge,0,14.036735
50100,AlmostSorted,StandardMerge,0,10.018367
50100,ReverseSorted,StandardMerge,0,7.02449
50100,Random,Hybrid,10,2445.226531
50100,Random,Hybrid,50,2398.344898
50100,AlmostSorted,Hybrid,10,8.006122
50100,AlmostSorted,Hybrid,50,5.010204
50100,ReverseSorted,Hybrid,10,4557.230612
50100,ReverseSorted,Hybrid,50,4240.687755
50200,Random,StandardMerge,0,14.073469
50200,AlmostSorted,StandardMerge,0,10.036735
50200,ReverseSorted,StandardMerge,0,7.04898
50200,Random,Hybrid,10,2456.453061
50200,Random,Hybrid,50,2409.689796
50200,AlmostSorted,Hybrid,10,8.012245
50200,AlmostSorted,Hybrid,50,5.020408
50200,ReverseSorted,Hybrid,10,4580.461224
50200,ReverseSorted,Hybrid,50,4264.37551
50300,Random,StandardMerge,0,14.110204
50300,AlmostSorted,StandardMerge,0,10.055102
50300,ReverseSorted,StandardMerge,0,7.073469
50300,Random,Hybrid,10,2467.679592
50300,Random,Hybrid,50,2421.034694
50300,AlmostSorted,Hybrid,10,8.018367
50300,AlmostSorted,Hybrid,50,5.030612
50300,ReverseSorted,Hybrid,10,4603.691837
50300,ReverseSorted,Hybrid,50,4288.063265
50400,Random,StandardMerge,0,14.146939
50400,AlmostSorted,StandardMerge,0,10.073469
50400,ReverseSorted,StandardMerge,0,7.097959
50400,Random,Hybrid,10,2478.906122
50400,Random,Hybrid,50,2432.379592
50400,AlmostSorted,Hybrid,10,8.02449
50400,AlmostSorted,Hybrid,50,5.040816
50400,ReverseSorted,Hybrid,10,4626.922449
50400,ReverseSorted,Hybrid,50,4311.75102
50500,Random,StandardMerge,0,14.183673
50500,AlmostSorted,StandardMerge,0,10.091837
50500,ReverseSorted,StandardMerge,0,7.122449
50500,Random,Hybrid,10,2490.132653
50500,Random,Hybrid,50,2443.72449
50500,AlmostSorted,Hybrid,10,8.030612
50500,AlmostSorted,Hybrid,50,5.05102
50500,ReverseSorted,Hybrid,10,4650.153061
50500,ReverseSorted,Hybrid,50,4335.438776
50600,Random,StandardMerge,0,14.220408
50600,AlmostSorted,StandardMerge,0,10.110204
50600,ReverseSorted,StandardMerge,0,7.146939
50600,Random,Hybrid,10,2501.359184
50600,Random,Hybrid,50,2455.069388
50600,AlmostSorted,Hybrid,10,8.036735
50600,AlmostSorted,Hybrid,50,5.061224
50600,ReverseSorted,Hybrid,10,4673.383673
50600,ReverseSorted,Hybrid,50,4359.126531
50700,Random,StandardMerge,0,14.257143
50700,AlmostSorted,StandardMerge,0,10.128571
50700,ReverseSorted,StandardMerge,0,7.171429
50700,Random,Hybrid,10,2512.585714
50700,Random,Hybrid,50,2466.414286
50700,AlmostSorted,Hybrid,10,8.042857
50700,AlmostSorted,Hybrid,50,5.071429
50700,ReverseSorted,Hybrid,10,4696.614286
50700,ReverseSorted,Hybrid,50,4382.814286
50800,Random,StandardMerge,0,14.293878
50800,AlmostSorted,StandardMerge,0,10.146939
50800,ReverseSorted,StandardMerge,0,7.195918
50800,Random,Hybrid,10,2523.812245
50800,Random,Hybrid,50,2477.759184
50800,AlmostSorted,Hybrid,10,8.04898
50800,AlmostSorted,Hybrid,50,5.081633
50800,ReverseSorted,Hybrid,10,4719.844898
50800,ReverseSorted,Hybrid,50,4406.502041
50900,Random,StandardMerge,0,14.330612
50900,AlmostSorted,StandardMerge,0,10.165306
50900,ReverseSorted,StandardMerge,0,7.220408
50900,Random,Hybrid,10,2535.038776
50900,Random,Hybrid,50,2489.104082
50900,AlmostSorted,Hybrid,10,8.055102
50900,AlmostSorted,Hybrid,50,5.091837
50900,ReverseSorted,Hybrid,10,4743.07551
50900,ReverseSorted,Hybrid,50,4430.189796
51000,Random,StandardMerge,0,14.367347
51000,AlmostSorted,StandardMerge,0,10.183673
51000,ReverseSorted,StandardMerge,0,7.244898
51000,Random,Hybrid,10,2546.265306
51000,Random,Hybrid,50,2500.44898
51000,AlmostSorted,Hybrid,10,8.061224
51000,AlmostSorted,Hybrid,50,5.102041
51000,ReverseSorted,Hybrid,10,4766.306122
51000,ReverseSorted,Hybrid,50,4453.877551
51100,Random,StandardMerge,0,14.404082
51100,AlmostSorted,StandardMerge,0,10.202041
51100,ReverseSorted,StandardMerge,0,7.269388
51100,Random,Hybrid,10,2557.491837
51100,Random,Hybrid,50,2511.793878
51100,AlmostSorted,Hybrid,10,8.067347
51100,AlmostSorted,Hybrid,50,5.112245
51100,ReverseSorted,Hybrid,10,4789.536735
51100,ReverseSorted,Hybrid,50,4477.565306
51200,Random,StandardMerge,0,14.440816
51200,AlmostSorted,StandardMerge,0,10.220408
51200,ReverseSorted,StandardMerge,0,7.293878
51200,Random,Hybrid,10,2568.718367
51200,Random,Hybrid,50,2523.138776
51200,AlmostSorted,Hybrid,10,8.073469
51200,AlmostSorted,Hybrid,50,5.122449
51200,ReverseSorted,Hybrid,10,4812.767347
51200,ReverseSorted,Hybrid,50,4501.253061
51300,Random,StandardMerge,0,14.477551
51300,AlmostSorted,StandardMerge,0,10.238776
51300,ReverseSorted,StandardMerge,0,7.318367
51300,Random,Hybrid,10,2579.944898
51300,Random,Hybrid,50,2534.483673
51300,AlmostSorted,Hybrid,10,8.079592
51300,AlmostSorted,Hybrid,50,5.132653
51300,ReverseSorted,Hybrid,10,4835.997959
51300,ReverseSorted,Hybrid,50,4524.940816
51400,Random,StandardMerge,0,14.514286
51400,AlmostSorted,StandardMerge,0,10.257143
51400,ReverseSorted,StandardMerge,0,7.342857
51400,Random,Hybrid,10,2591.171429
51400,Random,Hybrid,50,2545.828571
51400,AlmostSorted,Hybrid,10,8.085714
51400,AlmostSorted,Hybrid,50,5.142857
51400,ReverseSorted,Hybrid,10,4859.228571
51400,ReverseSorted,Hybrid,50,4548.628571
51500,Random,StandardMerge,0,14.55102
51500,AlmostSorted,StandardMerge,0,10.27551
51500,ReverseSorted,StandardMerge,0,7.367347
51500,Random,Hybrid,10,2602.397959
51500,Random,Hybrid,50,2557.173469
51500,AlmostSorted,Hybrid,10,8.091837
51500,AlmostSorted,Hybrid,50,5.153061
51500,ReverseSorted,Hybrid,10,4882.459184
51500,ReverseSorted,Hybrid,50,4572.316327
51600,Random,StandardMerge,0,14.587755
51600,AlmostSorted,StandardMerge,0,10.293878
51600,ReverseSorted,StandardMerge,0,7.391837
51600,Random,Hybrid,10,2613.62449
51600,Random,Hybrid,50,2568.518367
51600,AlmostSorted,Hybrid,10,8.097959
51600,AlmostSorted,Hybrid,50,5.163265
51600,ReverseSorted,Hybrid,10,4905.689796
51600,ReverseSorted,Hybrid,50,4596.004082
51700,Random,StandardMerge,0,14.62449
51700,AlmostSorted,StandardMerge,0,10.312245
51700,ReverseSorted,StandardMerge,0,7.416327
51700,Random,Hybrid,10,2624.85102
51700,Random,Hybrid,50,2579.863265
51700,AlmostSorted,Hybrid,10,8.104082
51700,AlmostSorted,Hybrid,50,5.173469
51700,ReverseSorted,Hybrid,10,4928.920408
51700,ReverseSorted,Hybrid,50,4619.691837
51800,Random,StandardMerge,0,14.661224
51800,AlmostSorted,StandardMerge,0,10.330612
51800,ReverseSorted,StandardMerge,0,7.440816
51800,Random,Hybrid,10,2636.077551
51800,Random,Hybrid,50,2591.208163
51800,AlmostSorted,Hybrid,10,8.110204
51800,AlmostSorted,Hybrid,50,5.183673
51800,ReverseSorted,Hybrid,10,4952.15102
51800,ReverseSorted,Hybrid,50,4643.379592
51900,Random,StandardMerge,0,14.697959
51900,AlmostSorted,StandardMerge,0,10.34898
51900,ReverseSorted,StandardMerge,0,7.465306
51900,Random,Hybrid,10,2647.304082
51900,Random,Hybrid,50,2602.553061
51900,AlmostSorted,Hybrid,10,8.116327
51900,AlmostSorted,Hybrid,50,5.193878
51900,ReverseSorted,Hybrid,10,4975.381633
51900,ReverseSorted,Hybrid,50,4667.067347
52000,Random,StandardMerge,0,14.734694
52000,AlmostSorted,StandardMerge,0,10.367347
52000,ReverseSorted,StandardMerge,0,7.489796
52000,Random,Hybrid,10,2658.530612
52000,Random,Hybrid,50,2613.897959
52000,AlmostSorted,Hybrid,10,8.122449
52000,AlmostSorted,Hybrid,50,5.204082
52000,ReverseSorted,Hybrid,10,4998.612245
52000,ReverseSorted,Hybrid,50,4690.755102
52100,Random,StandardMerge,0,14.771429
52100,AlmostSorted,StandardMerge,0,10.385714
52100,ReverseSorted,StandardMerge,0,7.514286
52100,Random,Hybrid,10,2669.757143
52100,Random,Hybrid,50,2625.242857
52100,AlmostSorted,Hybrid,10,8.128571
52100,AlmostSorted,Hybrid,50,5.214286
52100,ReverseSorted,Hybrid,10,5021.842857
52100,ReverseSorted,Hybrid,50,4714.442857
52200,Random,StandardMerge,0,14.808163
52200,AlmostSorted,StandardMerge,0,10.404082
52200,ReverseSorted,StandardMerge,0,7.538776
52200,Random,Hybrid,10,2680.983673
52200,Random,Hybrid,50,2636.587755
52200,AlmostSorted,Hybrid,10,8.134694
52200,AlmostSorted,Hybrid,50,5.22449
52200,ReverseSorted,Hybrid,10,5045.073469
52200,ReverseSorted,Hybrid,50,4738.130612
52300,Random,StandardMerge,0,14.844898
52300,AlmostSorted,StandardMerge,0,10.422449
52300,ReverseSorted,StandardMerge,0,7.563265
52300,Random,Hybrid,10,2692.210204
52300,Random,Hybrid,50,2647.932653
52300,AlmostSorted,Hybrid,10,8.140816
52300,AlmostSorted,Hybrid,50,5.234694
52300,ReverseSorted,Hybrid,10,5068.304082
52300,ReverseSorted,Hybrid,50,4761.818367
52400,Random,StandardMerge,0,14.881633
52400,AlmostSorted,StandardMerge,0,10.440816
52400,ReverseSorted,StandardMerge,0,7.587755
52400,Random,Hybrid,10,2703.436735
52400,Random,Hybrid,50,2659.277551
52400,AlmostSorted,Hybrid,10,8.146939
52400,AlmostSorted,Hybrid,50,5.244898
52400,ReverseSorted,Hybrid,10,5091.534694
52400,ReverseSorted,Hybrid,50,4785.506122
52500,Random,StandardMerge,0,14.918367
52500,AlmostSorted,StandardMerge,0,10.459184
52500,ReverseSorted,StandardMerge,0,7.612245
52500,Random,Hybrid,10,2714.663265
52500,Random,Hybrid,50,2670.622449
52500,AlmostSorted,Hybrid,10,8.153061
52500,AlmostSorted,Hybrid,50,5.255102
52500,ReverseSorted,Hybrid,10,5114.765306
52500,ReverseSorted,Hybrid,50,4809.193878
52600,Random,StandardMerge,0,14.955102
52600,AlmostSorted,StandardMerge,0,10.477551
52600,ReverseSorted,StandardMerge,0,7.636735
52600,Random,Hybrid,10,2725.889796
52600,Random,Hybrid,50,2681.967347
52600,AlmostSorted,Hybrid,10,8.159184
52600,AlmostSorted,Hybrid,50,5.265306
52600,ReverseSorted,Hybrid,10,5137.995918
52600,ReverseSorted,Hybrid,50,4832.881633
52700,Random,StandardMerge,0,14.991837
52700,AlmostSorted,StandardMerge,0,10.495918
52700,ReverseSorted,StandardMerge,0,7.661224
52700,Random,Hybrid,10,2737.116327
52700,Random,Hybrid,50,2693.312245
52700,AlmostSorted,Hybrid,10,8.165306
52700,AlmostSorted,Hybrid,50,5.27551
52700,ReverseSorted,Hybrid,10,5161.226531
52700,ReverseSorted,Hybrid,50,4856.569388
52800,Random,StandardMerge,0,15.028571
52800,AlmostSorted,StandardMerge,0,10.514286
52800,ReverseSorted,StandardMerge,0,7.685714
52800,Random,Hybrid,10,2748.342857
52800,Random,Hybrid,50,2704.657143
52800,AlmostSorted,Hybrid,10,8.171429
52800,AlmostSorted,Hybrid,50,5.285714
52800,ReverseSorted,Hybrid,10,5184.457143
52800,ReverseSorted,Hybrid,50,4880.257143
52900,Random,StandardMerge,0,15.065306
52900,AlmostSorted,StandardMerge,0,10.532653
52900,ReverseSorted,StandardMerge,0,7.710204
52900,Random,Hybrid,10,2759.569388
52900,Random,Hybrid,50,2716.002041
52900,AlmostSorted,Hybrid,10,8.177551
52900,AlmostSorted,Hybrid,50,5.295918
52900,ReverseSorted,Hybrid,10,5207.687755
52900,ReverseSorted,Hybrid,50,4903.944898
53000,Random,StandardMerge,0,15.102041
53000,AlmostSorted,StandardMerge,0,10.55102
53000,ReverseSorted,StandardMerge,0,7.734694
53000,Random,Hybrid,10,2770.795918
53000,Random,Hybrid,50,2727.346939
53000,AlmostSorted,Hybrid,10,8.183673
53000,AlmostSorted,Hybrid,50,5.306122
53000,ReverseSorted,Hybrid,10,5230.918367
53000,ReverseSorted,Hybrid,50,4927.632653
53100,Random,StandardMerge,0,15.138776
53100,AlmostSorted,StandardMerge,0,10.569388
53100,ReverseSorted,StandardMerge,0,7.759184
53100,Random,Hybrid,10,2782.022449
53100,Random,Hybrid,50,2738.691837
53100,AlmostSorted,Hybrid,10,8.189796
53100,AlmostSorted,Hybrid,50,5.316327
53100,ReverseSorted,Hybrid,10,5254.14898
53100,ReverseSorted,Hybrid,50,4951.320408
53200,Random,StandardMerge,0,15.17551
53200,AlmostSorted,StandardMerge,0,10.587755
53200,ReverseSorted,StandardMerge,0,7.783673
53200,Random,Hybrid,10,2793.24898
53200,Random,Hybrid,50,2750.036735
53200,AlmostSorted,Hybrid,10,8.195918
53200,AlmostSorted,Hybrid,50,5.326531
53200,ReverseSorted,Hybrid,10,5277.379592
53200,ReverseSorted,Hybrid,50,4975.008163
53300,Random,StandardMerge,0,15.212245
53300,AlmostSorted,StandardMerge,0,10.606122
53300,ReverseSorted,StandardMerge,0,7.808163
53300,Random,Hybrid,10,2804.47551
53300,Random,Hybrid,50,2761.381633
53300,AlmostSorted,Hybrid,10,8.202041
53300,AlmostSorted,Hybrid,50,5.336735
53300,ReverseSorted,Hybrid,10,5300.610204
53300,ReverseSorted,Hybrid,50,4998.695918
53400,Random,StandardMerge,0,15.24898
53400,AlmostSorted,StandardMerge,0,10.62449
53400,ReverseSorted,StandardMerge,0,7.832653
53400,Random,Hybrid,10,2815.702041
53400,Random,Hybrid,50,2772.726531
53400,AlmostSorted,Hybrid,10,8.208163
53400,AlmostSorted,Hybrid,50,5.346939
53400,ReverseSorted,Hybrid,10,5323.840816
53400,ReverseSorted,Hybrid,50,5022.383673
53500,Random,StandardMerge,0,15.285714
53500,AlmostSorted,StandardMerge,0,10.642857
53500,ReverseSorted,StandardMerge,0,7.857143
53500,Random,Hybrid,10,2826.928571
53500,Random,Hybrid,50,2784.071429
53500,AlmostSorted,Hybrid,10,8.214286
53500,AlmostSorted,Hybrid,50,5.357143
53500,ReverseSorted,Hybrid,10,5347.071429
53500,ReverseSorted,Hybrid,50,5046.071429
53600,Random,StandardMerge,0,15.322449
53600,AlmostSorted,StandardMerge,0,10.661224
53600,ReverseSorted,StandardMerge,0,7.881633
53600,Random,Hybrid,10,2838.155102
53600,Random,Hybrid,50,2795.416327
53600,AlmostSorted,Hybrid,10,8.220408
53600,AlmostSorted,Hybrid,50,5.367347
53600,ReverseSorted,Hybrid,10,5370.302041
53600,ReverseSorted,Hybrid,50,5069.759184
53700,Random,StandardMerge,0,15.359184
53700,AlmostSorted,StandardMerge,0,10.679592
53700,ReverseSorted,StandardMerge,0,7.906122
53700,Random,Hybrid,10,2849.381633
53700,Random,Hybrid,50,2806.761224
53700,AlmostSorted,Hybrid,10,8.226531
53700,AlmostSorted,Hybrid,50,5.377551
53700,ReverseSorted,Hybrid,10,5393.532653
53700,ReverseSorted,Hybrid,50,5093.446939
53800,Random,StandardMerge,0,15.395918
53800,AlmostSorted,StandardMerge,0,10.697959
53800,ReverseSorted,StandardMerge,0,7.930612
53800,Random,Hybrid,10,2860.608163
53800,Random,Hybrid,50,2818.106122
53800,AlmostSorted,Hybrid,10,8.232653
53800,AlmostSorted,Hybrid,50,5.387755
53800,ReverseSorted,Hybrid,10,5416.763265
53800,ReverseSorted,Hybrid,50,5117.134694
53900,Random,StandardMerge,0,15.432653
53900,AlmostSorted,StandardMerge,0,10.716327
53900,ReverseSorted,StandardMerge,0,7.955102
53900,Random,Hybrid,10,2871.834694
53900,Random,Hybrid,50,2829.45102
53900,AlmostSorted,Hybrid,10,8.238776
53900,AlmostSorted,Hybrid,50,5.397959
53900,ReverseSorted,Hybrid,10,5439.993878
53900,ReverseSorted,Hybrid,50,5140.822449
54000,Random,StandardMerge,0,15.469388
54000,AlmostSorted,StandardMerge,0,10.734694
54000,ReverseSorted,StandardMerge,0,7.979592
54000,Random,Hybrid,10,2883.061224
54000,Random,Hybrid,50,2840.795918
54000,AlmostSorted,Hybrid,10,8.244898
54000,AlmostSorted,Hybrid,50,5.408163
54000,ReverseSorted,Hybrid,10,5463.22449
54000,ReverseSorted,Hybrid,50,5164.510204
54100,Random,StandardMerge,0,15.506122
54100,AlmostSorted,StandardMerge,0,10.753061
54100,ReverseSorted,StandardMerge,0,8.004082
54100,Random,Hybrid,10,2894.287755
54100,Random,Hybrid,50,2852.140816
54100,AlmostSorted,Hybrid,10,8.25102
54100,AlmostSorted,Hybrid,50,5.418367
54100,ReverseSorted,Hybrid,10,5486.455102
54100,ReverseSorted,Hybrid,50,5188.197959
54200,Random,StandardMerge,0,15.542857
54200,AlmostSorted,StandardMerge,0,10.771429
54200,ReverseSorted,StandardMerge,0,8.028571
54200,Random,Hybrid,10,2905.514286
54200,Random,Hybrid,50,2863.485714
54200,AlmostSorted,Hybrid,10,8.257143
54200,AlmostSorted,Hybrid,50,5.428571
54200,ReverseSorted,Hybrid,10,5509.685714
54200,ReverseSorted,Hybrid,50,5211.885714
54300,Random,StandardMerge,0,15.579592
54300,AlmostSorted,StandardMerge,0,10.789796
54300,ReverseSorted,StandardMerge,0,8.053061
54300,Random,Hybrid,10,2916.740816
54300,Random,Hybrid,50,2874.830612
54300,AlmostSorted,Hybrid,10,8.263265
54300,AlmostSorted,Hybrid,50,5.438776
54300,ReverseSorted,Hybrid,10,5532.916327
54300,ReverseSorted,Hybrid,50,5235.573469
54400,Random,StandardMerge,0,15.616327
54400,AlmostSorted,StandardMerge,0,10.808163
54400,ReverseSorted,StandardMerge,0,8.077551
54400,Random,Hybrid,10,2927.967347
54400,Random,Hybrid,50,2886.17551
54400,AlmostSorted,Hybrid,10,8.269388
54400,AlmostSorted,Hybrid,50,5.44898
54400,ReverseSorted,Hybrid,10,5556.146939
54400,ReverseSorted,Hybrid,50,5259.261224
54500,Random,StandardMerge,0,15.653061
54500,AlmostSorted,StandardMerge,0,10.826531
54500,ReverseSorted,StandardMerge,0,8.102041
54500,Random,Hybrid,10,2939.193878
54500,Random,Hybrid,50,2897.520408
54500,AlmostSorted,Hybrid,10,8.27551
54500,AlmostSorted,Hybrid,50,5.459184
54500,ReverseSorted,Hybrid,10,5579.377551
54500,ReverseSorted,Hybrid,50,5282.94898
54600,Random,StandardMerge,0,15.689796
54600,AlmostSorted,StandardMerge,0,10.844898
54600,ReverseSorted,StandardMerge,0,8.126531
