ArraySize,ArrayType,Algorithm,Threshold,TimeMs
21600,Random,StandardMerge,0,5.000000
21600,AlmostSorted,StandardMerge,0,3.000000
21600,ReverseSorted,StandardMerge,0,3.000000
21600,Random,Hybrid,10,506.000000
21600,AlmostSorted,Hybrid,10,1.000000
21600,ReverseSorted,Hybrid,10,786.000000
21600,Random,Hybrid,50,363.000000
21600,AlmostSorted,Hybrid,50,1.000000
21600,ReverseSorted,Hybrid,50,763.000000
21700,Random,StandardMerge,0,8.000000
21700,AlmostSorted,StandardMerge,0,5.000000
21700,ReverseSorted,StandardMerge,0,3.000000
21700,Random,Hybrid,10,379.000000
21700,AlmostSorted,Hybrid,10,1.000000
21700,ReverseSorted,Hybrid,10,743.000000
21700,Random,Hybrid,50,360.000000
21700,AlmostSorted,Hybrid,50,1.000000
21700,ReverseSorted,Hybrid,50,710.000000
21800,Random,StandardMerge,0,5.000000
21800,AlmostSorted,StandardMerge,0,3.000000
21800,ReverseSorted,StandardMerge,0,3.000000
21800,Random,Hybrid,10,355.000000
21800,AlmostSorted,Hybrid,10,1.000000
21800,ReverseSorted,Hybrid,10,731.000000
21800,Random,Hybrid,50,366.000000
21800,AlmostSorted,Hybrid,50,1.000000
21800,ReverseSorted,Hybrid,50,728.000000
21900,Random,StandardMerge,0,8.000000
21900,AlmostSorted,StandardMerge,0,6.000000
21900,ReverseSorted,StandardMerge,0,5.000000
21900,Random,Hybrid,10,391.000000
21900,AlmostSorted,Hybrid,10,1.000000
21900,ReverseSorted,Hybrid,10,957.000000
21900,Random,Hybrid,50,371.000000
21900,AlmostSorted,Hybrid,50,1.000000
21900,ReverseSorted,Hybrid,50,717.000000
22000,Random,StandardMerge,0,5.000000
22000,AlmostSorted,StandardMerge,0,4.000000
22000,ReverseSorted,StandardMerge,0,3.000000
22000,Random,Hybrid,10,404.000000
22000,AlmostSorted,Hybrid,10,1.000000
22000,ReverseSorted,Hybrid,10,796.000000
22000,Random,Hybrid,50,391.000000
22000,AlmostSorted,Hybrid,50,1.000000
22000,ReverseSorted,Hybrid,50,768.000000
22100,Random,StandardMerge,0,6.000000
22100,AlmostSorted,StandardMerge,0,3.000000
22100,ReverseSorted,StandardMerge,0,3.000000
22100,Random,Hybrid,10,416.000000
22100,AlmostSorted,Hybrid,10,1.000000
22100,ReverseSorted,Hybrid,10,805.000000
22100,Random,Hybrid,50,401.000000
22100,AlmostSorted,Hybrid,50,1.000000
22100,ReverseSorted,Hybrid,50,806.000000
22200,Random,StandardMerge,0,5.000000
22200,AlmostSorted,StandardMerge,0,3.000000
22200,ReverseSorted,StandardMerge,0,3.000000
22200,Random,Hybrid,10,384.000000
22200,AlmostSorted,Hybrid,10,1.000000
22200,ReverseSorted,Hybrid,10,789.000000
22200,Random,Hybrid,50,399.000000
22200,AlmostSorted,Hybrid,50,1.000000
22200,ReverseSorted,Hybrid,50,777.000000
22300,Random,StandardMerge,0,5.000000
22300,AlmostSorted,StandardMerge,0,3.000000
22300,ReverseSorted,StandardMerge,0,3.000000
22300,Random,Hybrid,10,382.000000
22300,AlmostSorted,Hybrid,10,2.000000
22300,ReverseSorted,Hybrid,10,790.000000
22300,Random,Hybrid,50,436.000000
22300,AlmostSorted,Hybrid,50,2.000000
22300,ReverseSorted,Hybrid,50,785.000000
22400,Random,StandardMerge,0,7.000000
22400,AlmostSorted,StandardMerge,0,7.000000
22400,ReverseSorted,StandardMerge,0,3.000000
22400,Random,Hybrid,10,425.000000
22400,AlmostSorted,Hybrid,10,1.000000
22400,ReverseSorted,Hybrid,10,797.000000
22400,Random,Hybrid,50,390.000000
22400,AlmostSorted,Hybrid,50,1.000000
22400,ReverseSorted,Hybrid,50,778.000000
22500,Random,StandardMerge,0,6.000000
22500,AlmostSorted,StandardMerge,0,3.000000
22500,ReverseSorted,StandardMerge,0,3.000000
22500,Random,Hybrid,10,394.000000
22500,AlmostSorted,Hybrid,10,1.000000
22500,ReverseSorted,Hybrid,10,886.000000
22500,Random,Hybrid,50,393.000000
22500,AlmostSorted,Hybrid,50,1.000000
22500,ReverseSorted,Hybrid,50,811.000000
22600,Random,StandardMerge,0,5.000000
22600,AlmostSorted,StandardMerge,0,3.000000
22600,ReverseSorted,StandardMerge,0,3.000000
22600,Random,Hybrid,10,401.000000
22600,AlmostSorted,Hybrid,10,1.000000
22600,ReverseSorted,Hybrid,10,832.000000
22600,Random,Hybrid,50,394.000000
22600,AlmostSorted,Hybrid,50,1.000000
22600,ReverseSorted,Hybrid,50,823.000000
22700,Random,StandardMerge,0,5.000000
22700,AlmostSorted,StandardMerge,0,3.000000
22700,ReverseSorted,StandardMerge,0,3.000000
22700,Random,Hybrid,10,408.000000
22700,AlmostSorted,Hybrid,10,1.000000
22700,ReverseSorted,Hybrid,10,842.000000
22700,Random,Hybrid,50,411.000000
22700,AlmostSorted,Hybrid,50,1.000000
22700,ReverseSorted,Hybrid,50,801.000000
22800,Random,StandardMerge,0,5.000000
22800,AlmostSorted,StandardMerge,0,3.000000
22800,ReverseSorted,StandardMerge,0,3.000000
22800,Random,Hybrid,10,428.000000
22800,AlmostSorted,Hybrid,10,1.000000
22800,ReverseSorted,Hybrid,10,802.000000
22800,Random,Hybrid,50,424.000000
22800,AlmostSorted,Hybrid,50,1.000000
22800,ReverseSorted,Hybrid,50,828.000000
22900,Random,StandardMerge,0,6.000000
22900,AlmostSorted,StandardMerge,0,3.000000
22900,ReverseSorted,StandardMerge,0,3.000000
22900,Random,Hybrid,10,420.000000
22900,AlmostSorted,Hybrid,10,1.000000
22900,ReverseSorted,Hybrid,10,859.000000
22900,Random,Hybrid,50,413.000000
22900,AlmostSorted,Hybrid,50,1.000000
22900,ReverseSorted,Hybrid,50,1017.000000
23000,Random,StandardMerge,0,12.000000
23000,AlmostSorted,StandardMerge,0,3.000000
23000,ReverseSorted,StandardMerge,0,3.000000
23000,Random,Hybrid,10,438.000000
23000,AlmostSorted,Hybrid,10,3.000000
23000,ReverseSorted,Hybrid,10,860.000000
23000,Random,Hybrid,50,534.000000
23000,AlmostSorted,Hybrid,50,1.000000
23000,ReverseSorted,Hybrid,50,834.000000
23100,Random,StandardMerge,0,5.000000
23100,AlmostSorted,StandardMerge,0,3.000000
23100,ReverseSorted,StandardMerge,0,12.000000
23100,Random,Hybrid,10,433.000000
23100,AlmostSorted,Hybrid,10,1.000000
23100,ReverseSorted,Hybrid,10,899.000000
23100,Random,Hybrid,50,455.000000
23100,AlmostSorted,Hybrid,50,1.000000
23100,ReverseSorted,Hybrid,50,853.000000
23200,Random,StandardMerge,0,5.000000
23200,AlmostSorted,StandardMerge,0,3.000000
23200,ReverseSorted,StandardMerge,0,3.000000
23200,Random,Hybrid,10,408.000000
23200,AlmostSorted,Hybrid,10,1.000000
23200,ReverseSorted,Hybrid,10,835.000000
23200,Random,Hybrid,50,472.000000
23200,AlmostSorted,Hybrid,50,1.000000
23200,ReverseSorted,Hybrid,50,879.000000
23300,Random,StandardMerge,0,5.000000
23300,AlmostSorted,StandardMerge,0,3.000000
23300,ReverseSorted,StandardMerge,0,3.000000
23300,Random,Hybrid,10,411.000000
23300,AlmostSorted,Hybrid,10,1.000000
23300,ReverseSorted,Hybrid,10,864.000000
23300,Random,Hybrid,50,430.000000
23300,AlmostSorted,Hybrid,50,1.000000
23300,ReverseSorted,Hybrid,50,892.000000
23400,Random,StandardMerge,0,5.000000
23400,AlmostSorted,StandardMerge,0,3.000000
23400,ReverseSorted,StandardMerge,0,4.000000
23400,Random,Hybrid,10,455.000000
23400,AlmostSorted,Hybrid,10,1.000000
23400,ReverseSorted,Hybrid,10,916.000000
23400,Random,Hybrid,50,416.000000
23400,AlmostSorted,Hybrid,50,1.000000
23400,ReverseSorted,Hybrid,50,860.000000
23500,Random,StandardMerge,0,5.000000
23500,AlmostSorted,StandardMerge,0,3.000000
23500,ReverseSorted,StandardMerge,0,3.000000
23500,Random,Hybrid,10,433.000000
23500,AlmostSorted,Hybrid,10,1.000000
23500,ReverseSorted,Hybrid,10,898.000000
23500,Random,Hybrid,50,451.000000
23500,AlmostSorted,Hybrid,50,1.000000
23500,ReverseSorted,Hybrid,50,878.000000
23600,Random,StandardMerge,0,5.000000
23600,AlmostSorted,StandardMerge,0,4.000000
23600,ReverseSorted,StandardMerge,0,11.000000
23600,Random,Hybrid,10,456.000000
23600,AlmostSorted,Hybrid,10,1.000000
23600,ReverseSorted,Hybrid,10,906.000000
23600,Random,Hybrid,50,466.000000
23600,AlmostSorted,Hybrid,50,1.000000
23600,ReverseSorted,Hybrid,50,890.000000
23700,Random,StandardMerge,0,5.000000
23700,AlmostSorted,StandardMerge,0,3.000000
23700,ReverseSorted,StandardMerge,0,8.000000
23700,Random,Hybrid,10,444.000000
23700,AlmostSorted,Hybrid,10,1.000000
23700,ReverseSorted,Hybrid,10,949.000000
23700,Random,Hybrid,50,442.000000
23700,AlmostSorted,Hybrid,50,1.000000
23700,ReverseSorted,Hybrid,50,960.000000
23800,Random,StandardMerge,0,5.000000
23800,AlmostSorted,StandardMerge,0,3.000000
23800,ReverseSorted,StandardMerge,0,3.000000
23800,Random,Hybrid,10,483.000000
23800,AlmostSorted,Hybrid,10,1.000000
23800,ReverseSorted,Hybrid,10,886.000000
23800,Random,Hybrid,50,438.000000
23800,AlmostSorted,Hybrid,50,1.000000
23800,ReverseSorted,Hybrid,50,940.000000
23900,Random,StandardMerge,0,5.000000
23900,AlmostSorted,StandardMerge,0,5.000000
23900,ReverseSorted,StandardMerge,0,3.000000
23900,Random,Hybrid,10,487.000000
23900,AlmostSorted,Hybrid,10,1.000000
23900,ReverseSorted,Hybrid,10,941.000000
23900,Random,Hybrid,50,484.000000
23900,AlmostSorted,Hybrid,50,1.000000
23900,ReverseSorted,Hybrid,50,889.000000
24000,Random,StandardMerge,0,5.000000
24000,AlmostSorted,StandardMerge,0,5.000000
24000,ReverseSorted,StandardMerge,0,4.000000
24000,Random,Hybrid,10,427.000000
24000,AlmostSorted,Hybrid,10,1.000000
24000,ReverseSorted,Hybrid,10,896.000000
24000,Random,Hybrid,50,476.000000
24000,AlmostSorted,Hybrid,50,1.000000
24000,ReverseSorted,Hybrid,50,965.000000
24100,Random,StandardMerge,0,6.000000
24100,AlmostSorted,StandardMerge,0,7.000000
24100,ReverseSorted,StandardMerge,0,4.000000
24100,Random,Hybrid,10,494.000000
24100,AlmostSorted,Hybrid,10,2.000000
24100,ReverseSorted,Hybrid,10,939.000000
24100,Random,Hybrid,50,456.000000
24100,AlmostSorted,Hybrid,50,1.000000
24100,ReverseSorted,Hybrid,50,942.000000
24200,Random,StandardMerge,0,6.000000
24200,AlmostSorted,StandardMerge,0,3.000000
24200,ReverseSorted,StandardMerge,0,4.000000
24200,Random,Hybrid,10,497.000000
24200,AlmostSorted,Hybrid,10,1.000000
24200,ReverseSorted,Hybrid,10,883.000000
24200,Random,Hybrid,50,449.000000
24200,AlmostSorted,Hybrid,50,2.000000
24200,ReverseSorted,Hybrid,50,935.000000
24300,Random,StandardMerge,0,5.000000
24300,AlmostSorted,StandardMerge,0,3.000000
24300,ReverseSorted,StandardMerge,0,3.000000
24300,Random,Hybrid,10,489.000000
24300,AlmostSorted,Hybrid,10,1.000000
24300,ReverseSorted,Hybrid,10,990.000000
24300,Random,Hybrid,50,522.000000
24300,AlmostSorted,Hybrid,50,1.000000
24300,ReverseSorted,Hybrid,50,977.000000
24400,Random,StandardMerge,0,5.000000
24400,AlmostSorted,StandardMerge,0,3.000000
24400,ReverseSorted,StandardMerge,0,3.000000
24400,Random,Hybrid,10,502.000000
24400,AlmostSorted,Hybrid,10,3.000000
24400,ReverseSorted,Hybrid,10,980.000000
24400,Random,Hybrid,50,498.000000
24400,AlmostSorted,Hybrid,50,1.000000
24400,ReverseSorted,Hybrid,50,985.000000
24500,Random,StandardMerge,0,5.000000
24500,AlmostSorted,StandardMerge,0,11.000000
24500,ReverseSorted,StandardMerge,0,4.000000
24500,Random,Hybrid,10,495.000000
24500,AlmostSorted,Hybrid,10,5.000000
24500,ReverseSorted,Hybrid,10,1016.000000
24500,Random,Hybrid,50,466.000000
24500,AlmostSorted,Hybrid,50,1.000000
24500,ReverseSorted,Hybrid,50,1001.000000
24600,Random,StandardMerge,0,5.000000
24600,AlmostSorted,StandardMerge,0,3.000000
24600,ReverseSorted,StandardMerge,0,4.000000
24600,Random,Hybrid,10,494.000000
24600,AlmostSorted,Hybrid,10,1.000000
24600,ReverseSorted,Hybrid,10,1011.000000
24600,Random,Hybrid,50,469.000000
24600,AlmostSorted,Hybrid,50,1.000000
24600,ReverseSorted,Hybrid,50,978.000000
24700,Random,StandardMerge,0,5.000000
24700,AlmostSorted,StandardMerge,0,3.000000
24700,ReverseSorted,StandardMerge,0,3.000000
24700,Random,Hybrid,10,467.000000
24700,AlmostSorted,Hybrid,10,1.000000
24700,ReverseSorted,Hybrid,10,1060.000000
24700,Random,Hybrid,50,577.000000
24700,AlmostSorted,Hybrid,50,1.000000
24700,ReverseSorted,Hybrid,50,975.000000
24800,Random,StandardMerge,0,6.000000
24800,AlmostSorted,StandardMerge,0,3.000000
24800,ReverseSorted,StandardMerge,0,6.000000
24800,Random,Hybrid,10,496.000000
24800,AlmostSorted,Hybrid,10,1.000000
24800,ReverseSorted,Hybrid,10,1009.000000
24800,Random,Hybrid,50,545.000000
24800,AlmostSorted,Hybrid,50,1.000000
24800,ReverseSorted,Hybrid,50,960.000000
24900,Random,StandardMerge,0,6.000000
24900,AlmostSorted,StandardMerge,0,3.000000
24900,ReverseSorted,StandardMerge,0,3.000000
24900,Random,Hybrid,10,501.000000
24900,AlmostSorted,Hybrid,10,1.000000
24900,ReverseSorted,Hybrid,10,986.000000
24900,Random,Hybrid,50,527.000000
24900,AlmostSorted,Hybrid,50,1.000000
24900,ReverseSorted,Hybrid,50,992.000000
25000,Random,StandardMerge,0,5.000000
25000,AlmostSorted,StandardMerge,0,4.000000
25000,ReverseSorted,StandardMerge,0,5.000000
25000,Random,Hybrid,10,503.000000
25000,AlmostSorted,Hybrid,10,1.000000
25000,ReverseSorted,Hybrid,10,968.000000
25000,Random,Hybrid,50,513.000000
25000,AlmostSorted,Hybrid,50,1.000000
25000,ReverseSorted,Hybrid,50,907.000000
25100,Random,StandardMerge,0,5.000000
25100,AlmostSorted,StandardMerge,0,3.000000
25100,ReverseSorted,StandardMerge,0,3.000000
25100,Random,Hybrid,10,510.000000
25100,AlmostSorted,Hybrid,10,1.000000
25100,ReverseSorted,Hybrid,10,960.000000
25100,Random,Hybrid,50,496.000000
25100,AlmostSorted,Hybrid,50,1.000000
25100,ReverseSorted,Hybrid,50,1002.000000
25200,Random,StandardMerge,0,5.000000
25200,AlmostSorted,StandardMerge,0,3.000000
25200,ReverseSorted,StandardMerge,0,3.000000
25200,Random,Hybrid,10,519.000000
25200,AlmostSorted,Hybrid,10,1.000000
25200,ReverseSorted,Hybrid,10,970.000000
25200,Random,Hybrid,50,508.000000
25200,AlmostSorted,Hybrid,50,1.000000
25200,ReverseSorted,Hybrid,50,1021.000000
25300,Random,StandardMerge,0,6.000000
25300,AlmostSorted,StandardMerge,0,3.000000
25300,ReverseSorted,StandardMerge,0,3.000000
25300,Random,Hybrid,10,498.000000
25300,AlmostSorted,Hybrid,10,1.000000
25300,ReverseSorted,Hybrid,10,1009.000000
25300,Random,Hybrid,50,479.000000
25300,AlmostSorted,Hybrid,50,1.000000
25300,ReverseSorted,Hybrid,50,1018.000000
25400,Random,StandardMerge,0,12.000000
25400,AlmostSorted,StandardMerge,0,3.000000
25400,ReverseSorted,StandardMerge,0,7.000000
25400,Random,Hybrid,10,554.000000
25400,AlmostSorted,Hybrid,10,2.000000
25400,ReverseSorted,Hybrid,10,1083.000000
25400,Random,Hybrid,50,522.000000
25400,AlmostSorted,Hybrid,50,2.000000
25400,ReverseSorted,Hybrid,50,1005.000000
25500,Random,StandardMerge,0,17.000000
25500,AlmostSorted,StandardMerge,0,3.000000
25500,ReverseSorted,StandardMerge,0,3.000000
25500,Random,Hybrid,10,564.000000
25500,AlmostSorted,Hybrid,10,1.000000
25500,ReverseSorted,Hybrid,10,1034.000000
25500,Random,Hybrid,50,537.000000
25500,AlmostSorted,Hybrid,50,1.000000
25500,ReverseSorted,Hybrid,50,990.000000
25600,Random,StandardMerge,0,6.000000
25600,AlmostSorted,StandardMerge,0,4.000000
25600,ReverseSorted,StandardMerge,0,3.000000
25600,Random,Hybrid,10,478.000000
25600,AlmostSorted,Hybrid,10,1.000000
25600,ReverseSorted,Hybrid,10,1034.000000
25600,Random,Hybrid,50,528.000000
25600,AlmostSorted,Hybrid,50,1.000000
25600,ReverseSorted,Hybrid,50,1088.000000
25700,Random,StandardMerge,0,5.000000
25700,AlmostSorted,StandardMerge,0,4.000000
25700,ReverseSorted,StandardMerge,0,4.000000
25700,Random,Hybrid,10,544.000000
25700,AlmostSorted,Hybrid,10,2.000000
25700,ReverseSorted,Hybrid,10,1042.000000
25700,Random,Hybrid,50,500.000000
25700,AlmostSorted,Hybrid,50,1.000000
25700,ReverseSorted,Hybrid,50,1049.000000
25800,Random,StandardMerge,0,5.000000
25800,AlmostSorted,StandardMerge,0,3.000000
25800,ReverseSorted,StandardMerge,0,3.000000
25800,Random,Hybrid,10,512.000000
25800,AlmostSorted,Hybrid,10,1.000000
25800,ReverseSorted,Hybrid,10,1047.000000
25800,Random,Hybrid,50,532.000000
25800,AlmostSorted,Hybrid,50,1.000000
25800,ReverseSorted,Hybrid,50,1063.000000
25900,Random,StandardMerge,0,6.000000
25900,AlmostSorted,StandardMerge,0,3.000000
25900,ReverseSorted,StandardMerge,0,4.000000
25900,Random,Hybrid,10,526.000000
25900,AlmostSorted,Hybrid,10,1.000000
25900,ReverseSorted,Hybrid,10,1072.000000
25900,Random,Hybrid,50,537.000000
25900,AlmostSorted,Hybrid,50,1.000000
25900,ReverseSorted,Hybrid,50,1008.000000
26000,Random,StandardMerge,0,6.000000
26000,AlmostSorted,StandardMerge,0,3.000000
26000,ReverseSorted,StandardMerge,0,4.000000
26000,Random,Hybrid,10,541.000000
26000,AlmostSorted,Hybrid,10,5.000000
26000,ReverseSorted,Hybrid,10,1142.000000
26000,Random,Hybrid,50,545.000000
26000,AlmostSorted,Hybrid,50,1.000000
26000,ReverseSorted,Hybrid,50,1080.000000
26100,Random,StandardMerge,0,6.000000
26100,AlmostSorted,StandardMerge,0,12.000000
26100,ReverseSorted,StandardMerge,0,6.000000
26100,Random,Hybrid,10,515.000000
26100,AlmostSorted,Hybrid,10,2.000000
26100,ReverseSorted,Hybrid,10,1052.000000
26100,Random,Hybrid,50,541.000000
26100,AlmostSorted,Hybrid,50,1.000000
26100,ReverseSorted,Hybrid,50,1086.000000
26200,Random,StandardMerge,0,6.000000
26200,AlmostSorted,StandardMerge,0,4.000000
26200,ReverseSorted,StandardMerge,0,4.000000
26200,Random,Hybrid,10,565.000000
26200,AlmostSorted,Hybrid,10,1.000000
26200,ReverseSorted,Hybrid,10,1116.000000
26200,Random,Hybrid,50,522.000000
26200,AlmostSorted,Hybrid,50,1.000000
26200,ReverseSorted,Hybrid,50,1122.000000
26300,Random,StandardMerge,0,5.000000
26300,AlmostSorted,StandardMerge,0,4.000000
26300,ReverseSorted,StandardMerge,0,7.000000
26300,Random,Hybrid,10,566.000000
26300,AlmostSorted,Hybrid,10,1.000000
26300,ReverseSorted,Hybrid,10,1132.000000
26300,Random,Hybrid,50,611.000000
26300,AlmostSorted,Hybrid,50,2.000000
26300,ReverseSorted,Hybrid,50,1133.000000
26400,Random,StandardMerge,0,6.000000
26400,AlmostSorted,StandardMerge,0,3.000000
26400,ReverseSorted,StandardMerge,0,4.000000
26400,Random,Hybrid,10,573.000000
26400,AlmostSorted,Hybrid,10,2.000000
26400,ReverseSorted,Hybrid,10,1205.000000
26400,Random,Hybrid,50,547.000000
26400,AlmostSorted,Hybrid,50,1.000000
26400,ReverseSorted,Hybrid,50,1114.000000
26500,Random,StandardMerge,0,11.000000
26500,AlmostSorted,StandardMerge,0,4.000000
26500,ReverseSorted,StandardMerge,0,9.000000
26500,Random,Hybrid,10,578.000000
26500,AlmostSorted,Hybrid,10,2.000000
26500,ReverseSorted,Hybrid,10,1136.000000
26500,Random,Hybrid,50,585.000000
26500,AlmostSorted,Hybrid,50,1.000000
26500,ReverseSorted,Hybrid,50,1089.000000
26600,Random,StandardMerge,0,6.000000
26600,AlmostSorted,StandardMerge,0,4.000000
26600,ReverseSorted,StandardMerge,0,4.000000
26600,Random,Hybrid,10,579.000000
26600,AlmostSorted,Hybrid,10,1.000000
26600,ReverseSorted,Hybrid,10,1152.000000
26600,Random,Hybrid,50,557.000000
26600,AlmostSorted,Hybrid,50,2.000000
26600,ReverseSorted,Hybrid,50,1131.000000
26700,Random,StandardMerge,0,6.000000
26700,AlmostSorted,StandardMerge,0,4.000000
26700,ReverseSorted,StandardMerge,0,4.000000
26700,Random,Hybrid,10,566.000000
26700,AlmostSorted,Hybrid,10,2.000000
26700,ReverseSorted,Hybrid,10,1096.000000
26700,Random,Hybrid,50,552.000000
26700,AlmostSorted,Hybrid,50,2.000000
26700,ReverseSorted,Hybrid,50,1286.000000
26800,Random,StandardMerge,0,6.000000
26800,AlmostSorted,StandardMerge,0,4.000000
26800,ReverseSorted,StandardMerge,0,4.000000
26800,Random,Hybrid,10,562.000000
26800,AlmostSorted,Hybrid,10,1.000000
26800,ReverseSorted,Hybrid,10,1098.000000
26800,Random,Hybrid,50,627.000000
26800,AlmostSorted,Hybrid,50,2.000000
26800,ReverseSorted,Hybrid,50,1290.000000
26900,Random,StandardMerge,0,8.000000
26900,AlmostSorted,StandardMerge,0,3.000000
26900,ReverseSorted,StandardMerge,0,4.000000
26900,Random,Hybrid,10,593.000000
26900,AlmostSorted,Hybrid,10,2.000000
26900,ReverseSorted,Hybrid,10,1196.000000
26900,Random,Hybrid,50,583.000000
26900,AlmostSorted,Hybrid,50,2.000000
26900,ReverseSorted,Hybrid,50,1218.000000
27000,Random,StandardMerge,0,8.000000
27000,AlmostSorted,StandardMerge,0,4.000000
27000,ReverseSorted,StandardMerge,0,12.000000
27000,Random,Hybrid,10,618.000000
27000,AlmostSorted,Hybrid,10,3.000000
27000,ReverseSorted,Hybrid,10,1208.000000
27000,Random,Hybrid,50,595.000000
27000,AlmostSorted,Hybrid,50,1.000000
27000,ReverseSorted,Hybrid,50,1146.000000
27100,Random,StandardMerge,0,6.000000
27100,AlmostSorted,StandardMerge,0,4.000000
27100,ReverseSorted,StandardMerge,0,9.000000
27100,Random,Hybrid,10,592.000000
27100,AlmostSorted,Hybrid,10,4.000000
27100,ReverseSorted,Hybrid,10,1212.000000
27100,Random,Hybrid,50,576.000000
27100,AlmostSorted,Hybrid,50,2.000000
27100,ReverseSorted,Hybrid,50,1170.000000
27200,Random,StandardMerge,0,6.000000
27200,AlmostSorted,StandardMerge,0,6.000000
27200,ReverseSorted,StandardMerge,0,6.000000
27200,Random,Hybrid,10,611.000000
27200,AlmostSorted,Hybrid,10,1.000000
27200,ReverseSorted,Hybrid,10,1215.000000
27200,Random,Hybrid,50,609.000000
27200,AlmostSorted,Hybrid,50,2.000000
27200,ReverseSorted,Hybrid,50,1211.000000
27300,Random,StandardMerge,0,8.000000
27300,AlmostSorted,StandardMerge,0,4.000000
27300,ReverseSorted,StandardMerge,0,4.000000
27300,Random,Hybrid,10,604.000000
27300,AlmostSorted,Hybrid,10,1.000000
27300,ReverseSorted,Hybrid,10,1164.000000
27300,Random,Hybrid,50,605.000000
27300,AlmostSorted,Hybrid,50,4.000000
27300,ReverseSorted,Hybrid,50,1227.000000
27400,Random,StandardMerge,0,6.000000
27400,AlmostSorted,StandardMerge,0,3.000000
27400,ReverseSorted,StandardMerge,0,7.000000
27400,Random,Hybrid,10,606.000000
27400,AlmostSorted,Hybrid,10,2.000000
27400,ReverseSorted,Hybrid,10,1172.000000
27400,Random,Hybrid,50,596.000000
27400,AlmostSorted,Hybrid,50,1.000000
27400,ReverseSorted,Hybrid,50,1189.000000
27500,Random,StandardMerge,0,6.000000
27500,AlmostSorted,StandardMerge,0,3.000000
27500,ReverseSorted,StandardMerge,0,4.000000
27500,Random,Hybrid,10,625.000000
27500,AlmostSorted,Hybrid,10,2.000000
27500,ReverseSorted,Hybrid,10,1153.000000
27500,Random,Hybrid,50,586.000000
27500,AlmostSorted,Hybrid,50,1.000000
27500,ReverseSorted,Hybrid,50,1132.000000
27600,Random,StandardMerge,0,6.000000
27600,AlmostSorted,StandardMerge,0,3.000000
27600,ReverseSorted,StandardMerge,0,4.000000
27600,Random,Hybrid,10,577.000000
27600,AlmostSorted,Hybrid,10,1.000000
27600,ReverseSorted,Hybrid,10,1137.000000
27600,Random,Hybrid,50,631.000000
27600,AlmostSorted,Hybrid,50,1.000000
27600,ReverseSorted,Hybrid,50,1158.000000
27700,Random,StandardMerge,0,6.000000
27700,AlmostSorted,StandardMerge,0,4.000000
27700,ReverseSorted,StandardMerge,0,4.000000
27700,Random,Hybrid,10,577.000000
27700,AlmostSorted,Hybrid,10,2.000000
27700,ReverseSorted,Hybrid,10,1221.000000
27700,Random,Hybrid,50,638.000000
27700,AlmostSorted,Hybrid,50,2.000000
27700,ReverseSorted,Hybrid,50,1241.000000
27800,Random,StandardMerge,0,7.000000
27800,AlmostSorted,StandardMerge,0,6.000000
27800,ReverseSorted,StandardMerge,0,13.000000
27800,Random,Hybrid,10,584.000000
27800,AlmostSorted,Hybrid,10,2.000000
27800,ReverseSorted,Hybrid,10,1186.000000
27800,Random,Hybrid,50,618.000000
27800,AlmostSorted,Hybrid,50,1.000000
27800,ReverseSorted,Hybrid,50,1206.000000
27900,Random,StandardMerge,0,18.000000
27900,AlmostSorted,StandardMerge,0,4.000000
27900,ReverseSorted,StandardMerge,0,4.000000
27900,Random,Hybrid,10,610.000000
27900,AlmostSorted,Hybrid,10,8.000000
27900,ReverseSorted,Hybrid,10,1196.000000
27900,Random,Hybrid,50,569.000000
27900,AlmostSorted,Hybrid,50,2.000000
27900,ReverseSorted,Hybrid,50,1261.000000
28000,Random,StandardMerge,0,7.000000
28000,AlmostSorted,StandardMerge,0,5.000000
28000,ReverseSorted,StandardMerge,0,5.000000
28000,Random,Hybrid,10,610.000000
28000,AlmostSorted,Hybrid,10,2.000000
28000,ReverseSorted,Hybrid,10,1265.000000
28000,Random,Hybrid,50,602.000000
28000,AlmostSorted,Hybrid,50,3.000000
28000,ReverseSorted,Hybrid,50,1190.000000
28100,Random,StandardMerge,0,6.000000
28100,AlmostSorted,StandardMerge,0,3.000000
28100,ReverseSorted,StandardMerge,0,4.000000
28100,Random,Hybrid,10,619.000000
28100,AlmostSorted,Hybrid,10,1.000000
28100,ReverseSorted,Hybrid,10,1263.000000
28100,Random,Hybrid,50,609.000000
28100,AlmostSorted,Hybrid,50,2.000000
28100,ReverseSorted,Hybrid,50,1232.000000
28200,Random,StandardMerge,0,6.000000
28200,AlmostSorted,StandardMerge,0,3.000000
28200,ReverseSorted,StandardMerge,0,4.000000
28200,Random,Hybrid,10,596.000000
28200,AlmostSorted,Hybrid,10,2.000000
28200,ReverseSorted,Hybrid,10,1238.000000
28200,Random,Hybrid,50,610.000000
28200,AlmostSorted,Hybrid,50,2.000000
28200,ReverseSorted,Hybrid,50,1232.000000
28300,Random,StandardMerge,0,6.000000
28300,AlmostSorted,StandardMerge,0,4.000000
28300,ReverseSorted,StandardMerge,0,4.000000
28300,Random,Hybrid,10,643.000000
28300,AlmostSorted,Hybrid,10,2.000000
28300,ReverseSorted,Hybrid,10,1318.000000
28300,Random,Hybrid,50,663.000000
28300,AlmostSorted,Hybrid,50,2.000000
28300,ReverseSorted,Hybrid,50,1303.000000
28400,Random,StandardMerge,0,11.000000
